iata_code	name	timezone
SXS	Sahabat [Sahabat 16] Airport	Asia/Kuching
SXT	Sungai Tiang Airport	Asia/Kuala_Lumpur
SXU	Soddu Airport	Africa/Addis_Ababa
SXV	Salem Airport	Asia/Kolkata
SXW	Sauren	Pacific/Port_Moresby
SXX	São Félix do Xingu Airport	America/Santarem
SXY	Sidney Municipal Airport	America/New_York
SXZ	Siirt Airport	Europe/Istanbul
SYA	Eareckson Air Station	America/Adak
SYB	Seal Bay Seaplane Base	America/Anchorage
SYC	Shiringayoc	America/Lima
SYD	Sydney International Airport	Australia/Sydney
SYE	Sadah Airport	Asia/Aden
SYF	Silva Bay Seaplane Base	America/Vancouver
SYG	Shaoyang Railway Station	Asia/Shanghai
SYH	Syangboche Airport	Asia/Kathmandu
SYI	Shelbyville	America/Chicago
SYJ	Sirjan Airport	Asia/Tehran
SYK	Stykkishólmur Airport	Atlantic/Reykjavik
SYL	Roberts Army Heliport	America/Los_Angeles
SYM	Simao Airport	Asia/Shanghai
SYN	Stanton Airfield	America/Chicago
SYO	Shonai	Asia/Tokyo
SYP	Ruben Cantu Airport	America/Panama
SYQ	Tobías Bolaños International Airport	America/Costa_Rica
SYR	Syracuse Hancock International Airport	America/New_York
SYS	Saskylakh Airport	Asia/Yakutsk
SYT	Saint-Yan Airport	Europe/Paris
SYU	Warraber Islet	Australia/Brisbane
SYV	Sylvester Airport	America/New_York
SYW	Sehwan Sharif Airport	Asia/Karachi
SYX	Sanya Phoenix International Airport	Asia/Shanghai
SYY	Stornoway Airport	Europe/London
SYZ	Shiraz International Airport	Asia/Tehran
SZA	Soyo Airport	Africa/Luanda
SZB	Sultan Abdul Aziz Shah Airport	Asia/Kuala_Lumpur
SZC	Santa Cruz	America/Costa_Rica
SZD	Sheffield Airport	Europe/London
SZE	Semera Airport	Africa/Addis_Ababa
SZF	Samsun-Çarşamba Airport	Europe/Istanbul
SZG	Salzburg Airport	Europe/Vienna
SZH	Senipah Airport	Asia/Makassar
SZI	Zaysan Airport	Asia/Almaty
SZJ	Siguanea Airport	America/Havana
SZK	Skukuza Airport	Africa/Johannesburg
SZL	Whiteman Air Force Base	America/Chicago
SZM	Sesriem Airport	Africa/Windhoek
SZN	Santa Cruz Island Airport (Abandoned)	America/Los_Angeles
SZO	Zhuhai Jinwan Airport	Asia/Shanghai
SZP	Santa Paula Airport	America/Los_Angeles
SZQ	Saenz Pena	America/Argentina/Cordoba
SZR	Kolyu Ganchevo Airport	Europe/Sofia
SZS	Ryans Creek Aerodrome	Pacific/Auckland
SZT	San Cristóbal de las Casas National Airport	America/Mexico_City
SZU	Ségou Airport	Africa/Bamako
SZV	Guangfu Airport	Asia/Shanghai
SZW	Schwerin-Parchim International Airport	Europe/Berlin
SZX	Shenzhen Bao'an International Airport	Asia/Shanghai
SZY	Szczytno	Europe/Warsaw
SZZ	Szczecin-Goleniów Airport	Europe/Warsaw
TAA	Tarapaina	Pacific/Guadalcanal
TAB	Arthur Napoleon Raymond Robinson International Airport	America/Port_of_Spain
TAC	Tacloban Airport	Asia/Manila
TAD	Trinidad	America/Denver
TAE	Daegu International Airport	Asia/Seoul
TAF	Oran/Tafaraoui	Africa/Algiers
TAG	Bohol–Panglao International Airport	Asia/Manila
TAH	Whitegrass Airport	Pacific/Efate
TAI	Ta'izz International Airport	Asia/Aden
TAJ	Tadji Airport	Pacific/Port_Moresby
TAK	Takamatsu Airport	Asia/Tokyo
TAL	Tanana	America/Anchorage
TAM	General Francisco Javier Mina International Airport	America/Monterrey
TAN	Tangalooma	Australia/Brisbane
TAO	Qingdao Liuting International Airport	Asia/Shanghai
TAP	Tapachula	America/Mexico_City
TAQ	Tarcoola Airport	Australia/Adelaide
TAR	Taranto-Grottaglie Airport	Europe/Rome
TAS	Tashkent International Airport	Asia/Tashkent
TAT	Poprad-Tatry Airport	Europe/Bratislava
TAU	Tauramena	America/Bogota
TAV	Tau Airport	Pacific/Pago_Pago
TAW	Tacuarembo	America/Montevideo
TAX	Taliabu	Asia/Jayapura
TAY	Tartu	Europe/Tallinn
TAZ	Daşoguz Airport	Asia/Ashgabat
TBA	Tabibuga	Pacific/Port_Moresby
TBB	Dong Tac Airport	Asia/Ho_Chi_Minh
TBC	Tuba City Airport	America/Denver
TBD	Timbiqui	America/Bogota
TBE	Timbunke	Pacific/Port_Moresby
TBF	Tabiteuea North	Pacific/Tarawa
TBG	Tabubil	Pacific/Port_Moresby
TBH	Romblon Tugdan Airport	Asia/Manila
TBI	Cat Island	America/Nassau
TBJ	Tabarka–Ain Draham International Airport	Africa/Tunis
TBK	Timber Creek Airport	Australia/Darwin
TBL	Tableland Homestead Airport	Australia/Perth
TBM	Tumbang Samba Airport	Asia/Pontianak
TBN	Fort Leonard Wood	America/Chicago
TBO	Tabora Airport	Africa/Dar_es_Salaam
TBP	Tumbes Airport	America/Lima
TBQ	Tarabo	Pacific/Port_Moresby
TBR	Statesboro-Bulloch County Airport	America/New_York
TBS	Tbilisi International Airport	Asia/Tbilisi
TBT	Tabatinga International Airport	America/Porto_Velho
TBU	Fuaʻamotu International Airport	Pacific/Tongatapu
TBV	Tabal	Pacific/Majuro
TBW	Tambov Donskoye Airport	Europe/Moscow
TBX	Tambelan Airport	Asia/Jakarta
TBY	Tshabong Airport	Africa/Gaborone
TBZ	Tabriz International Airport	Asia/Tehran
TCA	Tennant Creek Airport	Australia/Darwin
TCB	Treasure Cay	America/Nassau
TCC	Tucumcari Municipal Airport	America/Denver
TCD	Tarapacá Airport	America/Bogota
TCE	Tulcea Airport	Europe/Bucharest
TCF	Tocoa	America/Tegucigalpa
TCG	Tacheng Airport	Asia/Urumqi
TCH	Tchibanga Airport	Africa/Libreville
TCI	Santa Cruz de Tenerife	Atlantic/Canary
TCJ	Torembi	Pacific/Port_Moresby
TCK	Tinboli	Pacific/Port_Moresby
TCL	Tuscaloosa Municipal Airport	America/Chicago
TCM	McChord Field Airport (Joint Base Lewis-McChord)	America/Los_Angeles
TCN	Tehuacán Airport	America/Mexico_City
TCO	La Florida Airport	America/Bogota
TCP	Taba International Airport	Africa/Cairo
TCQ	Coronel FAP Carlos Ciriani Santa Rosa International Airport	America/Lima
TCR	Thoothukudi	Asia/Kolkata
TCS	Truth or Consequences Municipal Airport	America/Denver
TCT	Takotna	America/Anchorage
TCU	Thaba Nchu Tar Airport	Africa/Johannesburg
TCV	Tres Cruces Bus Station	America/Montevideo
TCW	Tocumwal Airport	Australia/Sydney
TCX	Tabas Airport	Asia/Tehran
TCY	Terrace Bay	Africa/Windhoek
TCZ	Tengchong Airport	Asia/Shanghai
TDA	Trinidad	America/Bogota
TDB	Tetabedi	Pacific/Port_Moresby
TDD	Teniente Jorge Henrich Arauz Airport	America/La_Paz
TDG	Tandag Airport	Asia/Manila
TDJ	Tadjoura Airport	Africa/Djibouti
TDK	Taldykorgan Airport	Asia/Almaty
TDL	Tandil Aerodrome	America/Argentina/Buenos_Aires
TDN	Theda Station	Australia/Perth
TDO	South Lewis County Airport	America/Los_Angeles
TDP	Trompeteros Airport	America/Lima
TDR	Theodore Airport	Australia/Brisbane
TDS	Sasereme Airport	Pacific/Port_Moresby
TDT	Tanda Tula Airport	Africa/Johannesburg
TDV	Tanandava	Indian/Antananarivo
TDW	Tradewind Airport	America/Chicago
TDX	Trat Airport	Asia/Bangkok
TDZ	Toledo Executive Airport	America/New_York
TEA	Tela Airport	America/Tegucigalpa
TEB	Teterboro Airport	America/New_York
TEC	Telêmaco Borba Airport	America/Sao_Paulo
TED	Thisted Airport	Europe/Copenhagen
TEE	Cheikh Larbi Tébessa Airport	Africa/Algiers
TEF	Telfer	Australia/Perth
TEG	Tenkodogo Airport	Africa/Ouagadougou
TEH	Tetlin	America/Anchorage
TEI	Tezu Airport	Asia/Kolkata
TEJ	Teruel Railway Station	Europe/Madrid
TEK	Tatitlek	America/Anchorage
TEL	Telupid Airport	Asia/Kuching
TEM	Temora Airport	Australia/Sydney
TEN	Tongren Fenghuang Airport	Asia/Shanghai
TEO	Terapo	Pacific/Port_Moresby
TEP	Teptep	Pacific/Port_Moresby
TEQ	Tekirdağ Çorlu Airport	Europe/Istanbul
TER	Lajes Field	Atlantic/Azores
TES	Teseney Airport	Africa/Asmara
TET	Chingozi Airport	Africa/Maputo
TEU	Manapouri Aerodrome	Pacific/Auckland
TEV	Teruel Airport	Europe/Madrid
TEW	Tohid	Asia/Tehran
TEX	Telluride Regional Airport	America/Denver
TEY	Þingeyri Airport	Atlantic/Reykjavik
TEZ	Tezpur Airport	Asia/Kolkata
TFA	Tirana Central Bus Station	Europe/Tirane
TFB	Tifalmin Airport	Pacific/Port_Moresby
TFC	Taormina	Europe/Rome
TFF	Tefé Airport	America/Manaus
TFI	Tufi Airport	Pacific/Port_Moresby
TFL	Juscelino Kubitscheck Airport	America/Sao_Paulo
TFM	Telefomin Airport	Pacific/Port_Moresby
TFN	Tenerife North Airport	Atlantic/Canary
TFR	Ramadan City EG Wadi Al Jandal	Africa/Cairo
TFS	Tenerife South Airport	Atlantic/Canary
TFT	Taftan Airport	Asia/Karachi
TFU	Chengdu Tianfu International Airport	Asia/Shanghai
TFY	Muhammad Taufiq Keimas Airport	Asia/Jakarta
TGA	Tengah Air Base	Asia/Singapore
TGB	Rizal (Marcos)	Asia/Manila
TGC	Tanjung Manis Airport	Asia/Kuching
TGD	Podgorica Airport	Europe/Podgorica
TGE	Tuskegee	America/Chicago
TGF	Tignes	Europe/Paris
TGG	Sultan Mahmud Airport	Asia/Kuala_Lumpur
TGH	Tongoa Airport	Pacific/Efate
TGI	Tingo María Airport	America/Lima
TGJ	Tiga Airport	Pacific/Noumea
TGK	Taganrog Airport	Europe/Moscow
TGL	Tagula	Pacific/Port_Moresby
TGM	Târgu Mureș Transilvania Airport	Europe/Bucharest
TGN	Latrobe Regional Airport	Australia/Melbourne
TGO	Tongliao Airport	Asia/Shanghai
TGP	Podkamennaya Tungus Airport	Asia/Krasnoyarsk
TGQ	Tangara	America/Cuiaba
TGR	Touggourt	Africa/Algiers
TGS	Chokwé Airport	Africa/Maputo
TGT	Tanga Airport	Africa/Dar_es_Salaam
TGU	Toncontín International Airport	America/Tegucigalpa
TGV	Targovishte Bukhovtsi Airport	Europe/Sofia
TGX	Tongcheng Railway Station	Asia/Shanghai
TGY	Târgu Mureş Bus Station	Europe/Bucharest
TGZ	Ángel Albino Corzo International Airport	America/Mexico_City
THA	Tullahoma	America/Chicago
THB	Thaba-Tseka Airport	Africa/Maseru
THC	Tchien Airport	Africa/Monrovia
THD	Tho Xuan Airport	Asia/Bangkok
THE	Teresina Airport	America/Fortaleza
THF	Berlin Tempelhof Airport	Europe/Berlin
THG	Thangool Airport	Australia/Brisbane
THH	Taharoa Aerodrome	Pacific/Auckland
THI	Tichitt Airport	Africa/Nouakchott
THJ	Taishan Bus Station	Asia/Shanghai
THK	Thakhek	Asia/Vientiane
THL	Tachileik Airport	Asia/Yangon
THM	Thompson Falls	America/Denver
THN	Trollhättan–Vänersborg Airport	Europe/Stockholm
THO	Þórshöfn Airport	Atlantic/Reykjavik
THP	Thermopolis	America/Denver
THQ	Tianshui Airport	Asia/Shanghai
THR	Mehrabad International Airport	Asia/Tehran
THS	Sukhothai Airport	Asia/Bangkok
THT	Tamchakett Airport	Africa/Nouakchott
THU	Thule Air Base	America/Thule
THV	York Airport	America/New_York
THW	Trincomalee Harbour Seaplane Base	Asia/Colombo
THX	Turukhansk Airport	Asia/Krasnoyarsk
THY	Thohoyandou Airport	Africa/Johannesburg
THZ	Tahoua Airport	Africa/Niamey
TIA	Tirana	Europe/Tirane
TIB	Tibu	America/Bogota
TIC	Tinak airfield	Pacific/Majuro
TID	Abdelhafid Boussouf Bou Chekif Airport	Africa/Algiers
TIE	Tippi Airport	Africa/Addis_Ababa
TIF	Taif Regional Airport	Asia/Riyadh
TIG	Tingwon Airport	Pacific/Port_Moresby
TIH	Tikehau Airport	Pacific/Tahiti
TII	Tarin Kowt Airport	Asia/Kabul
TIJ	General Abelardo L. Rodríguez International Airport	America/Tijuana
TIK	Tinker Air Force Base	America/Chicago
TIL	Cheadle Airport	America/Edmonton
TIM	Tembagapura Timika Airport	Asia/Jayapura
TIN	Tindouf Airport	Africa/Algiers
TIO	Tilin Airport	Asia/Yangon
TIP	Tripoli International Airport	Africa/Tripoli
TIQ	Tinian Island	Pacific/Saipan
TIR	Tirupati Airport	Asia/Kolkata
TIS	Thursday Island QL AU Heliport	Pacific/Port_Moresby
TIU	Richard Pearse Airport	Pacific/Auckland
TIV	Tivat Airport	Europe/Podgorica
TIW	Tacoma Narrows Airport	America/Los_Angeles
TIX	Titusville	America/New_York
TIY	Tidjikja Airport	Africa/Nouakchott
TIZ	Tari Airport	Pacific/Port_Moresby
TJA	Tarija Airport	America/La_Paz
TJB	Sei Bati Airport	Asia/Jakarta
TJC	Ticantiki Airport	America/Panama
TJG	Warukin Airport	Asia/Jakarta
TJH	Tajima Airport	Asia/Tokyo
TJI	Trujillo Airport	America/Tegucigalpa
TJJ	Tianjin Bus Station	Asia/Shanghai
TJK	Tokat Airport	Europe/Istanbul
TJL	Três Lagoas Airport	America/Campo_Grande
TJM	Roshchino International Airport	Asia/Yekaterinburg
TJN	Takume	Pacific/Tahiti
TJQ	H.A.S. Hanandjoeddin Airport	Asia/Jakarta
TJS	Tanjung Harapan Airport	Asia/Makassar
TJU	Kulob Airport	Asia/Dushanbe
TJV	Tanjore Air Force Base	Asia/Kolkata
TJX	Cross Border Express Bus Station	America/Los_Angeles
TKA	Talkeetna Airport	America/Anchorage
TKB	Tekadu	Pacific/Port_Moresby
TKC	Tiko Airport	Africa/Douala
TKD	Takoradi Airport	Africa/Accra
TKE	Tenakee Springs	America/Juneau
TKF	Truckee Tahoe Airport	America/Los_Angeles
TKG	Radin Inten II International Airport	Asia/Jakarta
TKH	Sanambin Takhli	Asia/Bangkok
TKI	Tokeen Seaplane Base	America/Metlakatla
TKJ	Tok Junction Airport	America/Anchorage
TKK	Chuuk International Airport	Pacific/Chuuk
TKL	Taku Lodge Seaplane Base	America/Juneau
TKM	Tikal	America/Guatemala
TKN	Tokunoshima Airport	Asia/Tokyo
TKO	Tlokoeng Airport	Africa/Maseru
TKP	Takapoto Airport	Pacific/Tahiti
TKQ	Kigoma Airport	Africa/Dar_es_Salaam
TKR	Thakurgaon Airport	Asia/Dhaka
TKS	Tokushima Airport	Asia/Tokyo
TKT	Tak	Asia/Bangkok
TKU	Turku Airport	Europe/Helsinki
TKV	Tatakoto Airport	Pacific/Tahiti
TKW	Tekin	Pacific/Port_Moresby
TKX	Takaroa Airport	Pacific/Tahiti
TKY	Turkey Creek	Australia/Perth
TKZ	Tokoroa Airfield	Pacific/Auckland
TLA	Teller	America/Nome
TLB	Tarbela Dam Airport	Asia/Karachi
TLC	Licenciado Adolfo López Mateos International Airport	America/Mexico_City
TLD	Tuli Lodge Airport	Africa/Gaborone
TLE	Tulear Airport	Indian/Antananarivo
TLF	Telida Airport	America/Anchorage
TLG	Tulaghi Island Heliport	Pacific/Guadalcanal
TLH	Tallahassee Regional Airport	America/New_York
TLI	Sultan Bantilan Airport	Asia/Makassar
TLJ	Tatalina Air Force Station	America/Anchorage
TLK	Talakan	Asia/Yakutsk
TLL	Tallinn	Europe/Tallinn
TLM	Tlemcen Zenata	Africa/Algiers
TLN	Toulon-Hyères Airport	Europe/Paris
TLO	Tol Airport	Pacific/Port_Moresby
TLP	Tumolbil	Pacific/Port_Moresby
TLQ	Turpan	Asia/Urumqi
TLR	Tulare	America/Los_Angeles
TLS	Toulouse-Blagnac Airport	Europe/Paris
TLT	Tuluksak	America/Anchorage
TLU	Golfo de Morrosquillo Airport	America/Bogota
TLV	Ben Gurion Airport	Asia/Jerusalem
TLW	Talasea	Pacific/Port_Moresby
TLX	Panguilemo Airport	America/Santiago
TLY	Plastun Airport	Asia/Vladivostok
TLZ	Catalão Airport	America/Sao_Paulo
TMA	Tifton	America/New_York
TMB	Miami Executive Airport	America/New_York
TMC	Tambolaka Airport	Asia/Makassar
TMD	Timbedra Airport	Africa/Nouakchott
TME	Aeropuerto Gabriel Vargas Santos	America/Bogota
TMF	Thimarafushi Airport	Indian/Maldives
TMG	Tomanggong Airport	Asia/Kuching
TMH	Tanahmerah Airport	Asia/Jayapura
TMI	Tumling Tar Airport	Asia/Kathmandu
TMJ	Termez Airport	Asia/Samarkand
TMK	Tam Kỳ	Asia/Ho_Chi_Minh
TML	Tamale Airport	Africa/Accra
TMM	Toamasina Airport	Indian/Antananarivo
TMN	Tamana Airfield	Pacific/Tarawa
TMO	Tumeremo Airport	America/Caracas
TMP	Tampere–Pirkkala Airport	Europe/Helsinki
TMQ	Tambao Airport	Africa/Ouagadougou
TMR	Tamanrasset / Aguenna	Africa/Algiers
TMS	S. Tome	Africa/Sao_Tome
TMT	Porto Trombetas	America/Santarem
TMU	Tambor Airport	America/Costa_Rica
TMV	Tianmen	Asia/Shanghai
TMW	Tamworth Airport	Australia/Sydney
TMX	Timimoun Airport	Africa/Algiers
TMY	Tiom Airport	Asia/Jayapura
TMZ	Thames Aerodrome	Pacific/Auckland
TNA	Jinan Yaoqiang International Airport	Asia/Shanghai
TNB	Tanah Grogot Airport	Asia/Makassar
TNC	Tin City LRRS Airport	America/Nome
TND	Alberto Delgado Airport	America/Havana
TNE	Tanegashima Airport	Asia/Tokyo
TNF	Toussus-le-Noble Airport	Europe/Paris
TNG	Tangier Ibn Battouta Airport	Africa/Casablanca
TNH	Tonghua Sanyuanpu Airport	Asia/Shanghai
TNI	Satna Airport	Asia/Kolkata
TNJ	Raja Haji Fisabilillah International Airport	Asia/Jakarta
TNK	Tununak Airport	America/Nome
TNL	Ternopil International Airport	Europe/Uzhgorod
TNM	Teniente R. Marsh Airport	Antarctica/Palmer
TNN	Tainan Airport	Asia/Taipei
TNO	Tamarindo Airport	America/Costa_Rica
TNP	Twentynine Palms Airport	America/Los_Angeles
TNQ	Teraina Airport	Pacific/Kiritimati
TNR	Antananarivo	Indian/Antananarivo
TNS	Tungsten (Cantung) Airport	America/Yellowknife
TNT	Dade-Collier Training and Transition Airport	America/New_York
TNU	Newton Municipal Airport	America/Chicago
TNV	Tabouaeran Airstrip	Pacific/Kiritimati
TNW	Tena Jumandy Airport	America/Guayaquil
TNX	Stung Treng Airport	Asia/Phnom_Penh
TNZ	Tosontsengel	Asia/Hovd
TOA	Zamperini Field	America/Los_Angeles
TOB	Gamal Abdel Nasser Airport	Africa/Tripoli
TOC	Toccoa	America/New_York
TOD	Tioman Airport	Asia/Kuala_Lumpur
TOE	Tozeur–Nefta International Airport	Africa/Tunis
TOF	Tomsk Bogashevo Airport	Asia/Tomsk
TOG	Togiak	America/Anchorage
TOH	Torres Airport	Pacific/Efate
TOI	Troy Municipal Airport	America/Chicago
TOJ	Madrid–Torrejón Airport	Europe/Madrid
TOK	Torokina Airport	Pacific/Bougainville
TOL	Toledo Express Airport	America/New_York
TOM	Timbuktu Airport	Africa/Bamako
TON	Tonu	Pacific/Bougainville
TOO	San Vito De Java Airport	America/Costa_Rica
TOP	Topeka	America/Chicago
TOQ	Barriles	America/Santiago
TOR	Torrington Municipal Airport	America/Denver
TOS	Tromsø Airport, Langnes	Europe/Oslo
TOT	Totness Airstrip	America/Paramaribo
TOU	Touho Airport	Pacific/Noumea
TOV	Tortola West End Sea Plane Base	America/Tortola
TOW	Luiz dal Canalle Filho Airport	America/Sao_Paulo
TOX	Tobolsk Airport	Asia/Yekaterinburg
TOY	Toyama Airport	Asia/Tokyo
TOZ	Touba Mahana Airport	Africa/Abidjan
TPA	Tampa International Airport	America/New_York
TPB	Bristol Temple Meads Railway Station	Europe/London
TPC	Tarapoa Airport	America/Guayaquil
TPE	Taiwan Taoyuan International Airport	Asia/Taipei
TPF	Tampa, Peter O Knight Airport	America/New_York
TPG	Taiping (Tekah) Airport	Asia/Kuala_Lumpur
TPH	Tonopah Airport	America/Los_Angeles
TPI	Tapini Airport	Pacific/Port_Moresby
TPJ	Taplejung Airport	Asia/Kathmandu
TPK	Teuku Cut Ali Airport	Asia/Jakarta
TPL	Temple, Draughon-Miller Central Texas Regional Airport	America/Chicago
TPN	Tiputini	America/Guayaquil
TPO	Tanalian Point Airport	America/Anchorage
TPP	Tarapoto	America/Lima
TPQ	Amado Nervo International Airport	America/Mazatlan
TPR	Tom Price Airport	Australia/Perth
TPS	Vincenzo Florio Airport Trapani-Birgi	Europe/Rome
TPT	Tappita City	Africa/Monrovia
TPU	Tikapur Airport	Asia/Kathmandu
TPX	Tupai	Pacific/Tahiti
TPY	Torino Porta Nuova railway station	Europe/Rome
TQA	Tasiusaq Heliport	America/Nuuk
TQD	Al Fallujah	Asia/Baghdad
TQE	Tekamah Municipal Airport	America/Chicago
TQI	Tiniteqilaaq Heliport	America/Nuuk
TQL	Tarko-Sale	Asia/Yekaterinburg
TQN	Taloqan Airport	Asia/Kabul
TQP	Trapall	Australia/Brisbane
TQQ	Tomia Maranggo Airport	Asia/Makassar
TQR	San Domino Island Heliport	Europe/Rome
TQS	Captain Ernesto Esguerra Cubides Air Base	America/Bogota
TRA	Tarama Airport	Asia/Tokyo
TRB	Gonzalo Mejía Airport	America/Bogota
TRC	Torreón	America/Monterrey
TRD	Trondheim Airport, Værnes	Europe/Oslo
TRE	Tiree Airport	Europe/London
TRF	Sandefjord Airport, Torp	Europe/Oslo
TRG	Tauranga Airport	Pacific/Auckland
TRH	Trona Airport	America/Los_Angeles
TRI	Tri-Cities Regional TN/VA Airport	America/New_York
TRJ	Tarabits Airport	Pacific/Port_Moresby
TRK	Juwata International Airport	Asia/Makassar
TRL	Terrell Municipal Airport	America/Chicago
TRM	Thermal Airport	America/Los_Angeles
TRN	Turin Caselle Airport	Europe/Rome
TRO	Taree Airport	Australia/Sydney
TRP	Tree Point AK US Coast Gd Hpt	America/Juneau
TRQ	Tarauacá Airport	America/Eirunepe
TRR	Trincomalee Airport	Asia/Colombo
TRS	Trieste – Friuli Venezia Giulia Airport	Europe/Rome
TRT	Toraja Airport	Asia/Makassar
TRU	Capitán FAP Carlos Martínez de Pinillos International Airport	America/Lima
TRV	Trivandrum International Airport	Asia/Kolkata
TRW	Bonriki International Airport	Pacific/Tarawa
TRX	Trenton Municipal Airport	America/Chicago
TRY	Tororo Airport	Africa/Kampala
TRZ	Tiruchirappalli International Airport	Asia/Kolkata
TSA	Taipei Songshan Airport	Asia/Taipei
TSB	Tsumeb Airport	Africa/Windhoek
TSC	Taisha Airport	America/Guayaquil
TSD	Tshipise Airport	Africa/Johannesburg
TSE	Astana Nursultan Nazarbayev International Airport	Asia/Almaty
TSF	Treviso Airport	Europe/Rome
TSG	Tanacross Airport	America/Anchorage
TSH	Tshikapa Airport	Africa/Lubumbashi
TSI	Tsili Tsili	Pacific/Port_Moresby
TSJ	Tsushima	Asia/Tokyo
TSK	Taskul	Pacific/Port_Moresby
TSL	Tamuin Airport	America/Mexico_City
TSM	Taos	America/Denver
TSN	Tianjin Binhai International Airport	Asia/Shanghai
TSO	Isles of Scilly Tresco Airport	Europe/London
TSP	Tehachapi Municipal Airport	America/Los_Angeles
TSQ	Torres	America/Sao_Paulo
TSR	Timișoara Traian Vuia International Airport	Europe/Bucharest
TSS	East 34th Street Heliport	America/New_York
TST	Trang Airport	Asia/Bangkok
TSU	Tabiteuea South Airport	Pacific/Tarawa
TSV	Townsville Airport	Australia/Brisbane
TSW	Tsewi	Pacific/Port_Moresby
TSX	Tanjung Santan Airport	Asia/Makassar
TSY	Tasikmalaya / Cibeureum	Asia/Jakarta
TSZ	Tsetserleg	Asia/Ulaanbaatar
TTA	Tan Tan Airport	Africa/Casablanca
TTB	Tortolì Airport	Europe/Rome
TTC	Las Breas Airport	America/Santiago
TTD	Troutdale	America/Los_Angeles
TTE	Sultan Babullah Airport	Asia/Jayapura
TTG	Tartagal Aerodrome	America/Argentina/Salta
TTH	RAFO Thumrait Airbase	Asia/Muscat
TTI	Tetiaroa Airport	Pacific/Tahiti
TTJ	Tottori Airport	Asia/Tokyo
TTK	Tottenham	Europe/London
TTL	Turtle Island Seaplane Base	Pacific/Fiji
TTM	Tablón de Tamará Airport	America/Bogota
TTN	Trenton Mercer Airport	America/New_York
TTO	Britton Municipal Airport	America/Chicago
TTQ	Tortuguero Airport	America/Costa_Rica
TTR	Pongtiku Airport	Asia/Makassar
TTS	Tsaratanana Airfield	Indian/Antananarivo
TTT	Feng Nin Tw-Afb	Asia/Taipei
TTU	Sania Ramel Airport	Africa/Casablanca
TTV	Tieling West Railway Station	Asia/Shanghai
TTW	Tissa Tank Seaplane Base	Asia/Colombo
TTX	Truscott-Mungalalu Plateau	Australia/Perth
TTY	Taunton Bus Station	Europe/London
TTZ	Zhengzhou East Railway Station	Asia/Shanghai
TUA	Teniente Coronel Luis A Mantilla International Airport	America/Guayaquil
TUB	Tubuai – Mataura Airport	Pacific/Tahiti
TUC	Teniente General Benjamín Matienzo International Airport	America/Argentina/Tucuman
TUD	Tambacounda	Africa/Dakar
TUE	Tupile	America/Panama
TUF	Tours Val de Loire Airport	Europe/Paris
TUG	Tuguegarao Airport	Asia/Manila
TUH	Arnold Air Force Base	America/Chicago
TUI	Turaif Domestic Airport	Asia/Riyadh
TUJ	Tum	Africa/Addis_Ababa
TUK	Turbat International Airport	Asia/Karachi
TUL	Tulsa International Airport	America/Chicago
TUM	Tumut Airport	Australia/Sydney
TUN	Tunis-Carthage Airport	Africa/Tunis
TUO	Taupo Airport	Pacific/Auckland
TUP	Tupelo	America/Chicago
TUQ	Tougan Airport	Africa/Ouagadougou
TUR	Tucuruí Airport	America/Belem
TUS	Tucson International Airport	America/Phoenix
TUT	Tauta	Pacific/Port_Moresby
TUU	Tabuk Regional Airport	Asia/Riyadh
TUV	Tucupita Airport	America/Caracas
TUW	Tubualá Airport	America/Panama
TUX	Tumbler Ridge Airport	America/Dawson_Creek
TUY	Tulum Naval Air Station	America/Cancun
TUZ	Tucuma Airport	America/Santarem
TVA	Morafenobe	Indian/Antananarivo
TVC	Traverse City	America/Detroit
TVF	Thief River Falls	America/Chicago
TVI	Thomasville Regional Airport	America/New_York
TVL	South Lake Tahoe	America/Los_Angeles
TVS	Tangshan Sannühe Airport	Asia/Shanghai
TVU	Matei Airport	Pacific/Fiji
TVX	Tongxiang Railway Station	Asia/Shanghai
TVY	Dawei Airport	Asia/Yangon
TWA	Twin Hills Airport	America/Anchorage
TWB	Toowoomba City Aerodrome	Australia/Brisbane
TWC	Tumxuk	Asia/Urumqi
TWD	Port Townsend	America/Los_Angeles
TWE	Taylor	America/Nome
TWF	Twin Falls Airport	America/Boise
TWH	Two Harbors Amphibious Terminal Seaplane Base	America/Los_Angeles
TWN	Tewantin	Australia/Brisbane
TWP	Torwood Airport	Australia/Brisbane
TWT	Sanga Sanga Airport	Asia/Manila
TWU	Tawau Airport	Asia/Kuching
TWY	Tawa	Pacific/Port_Moresby
TWZ	Pukaki Airport	Pacific/Auckland
TXB	Trieste Centrale railway station	Europe/Rome
TXC	Orsha Airport	Europe/Minsk
TXE	Takengon Rembele Airport	Asia/Jakarta
TXF	Teixeira de Freitas Airport	America/Bahia
TXG	Shuinan Airport	Asia/Taipei
TXK	Texarkana	America/Chicago
TXL	Berlin Tegel Airport	Europe/Berlin
TXM	Teminabuan Airport	Asia/Jayapura
TXN	Huangshan Tunxi International Airport	Asia/Shanghai
TXQ	Gare de Toulouse-Matabiau	Europe/Paris
TXR	Tanbar Airport	Australia/Brisbane
TXU	Tabou	Africa/Abidjan
TYA	Tula Klokovo Air Base	Europe/Moscow
TYB	Tibooburra Airport	Australia/Sydney
TYC	Taiyuan Yaocheng Airport	Asia/Shanghai
TYD	Tynda Airport	Asia/Yakutsk
